场站名称,省份,市区,区/县,详细地址,负责人,设备MAC地址,设备ICCID,设备场站序号,vpnIP,产品型号
云南大理南涧澜沧江江大桥北充电站,云南省,大理白族自治州,南涧彝族自治县,无量山新春食宿店,陆振生,92:8a:18:6e:5a:32," 898607B11924C0336665",1号桩,168.55.2.46,400kw
云南大理南涧澜沧江江大桥北充电站,云南省,大理白族自治州,南涧彝族自治县,无量山新春食宿店,陆振生,be:1c:d6:bc:36:43," 898607B11924C0336659",2号桩,168.55.1.170,400kw
大连开发区松岚社区充电站,辽宁省,大连市,金州区,开发区松岚社区,赵世震,ba:31:36:85:8e:46," 898608331924D0853953",1号桩,168.55.1.82,160kw/1-4
山西太原 古交市纪委监委充电站,山西省,太原市,古交市,纪委监委充电站,王文忠,7a:8c:6e:19:89:19," 898608331924D0854460",1号桩,168.55.3.163,160kw/1-4
宿州快豹石梁河充电站,安徽省,宿州市,,泗县草莓展示研发交易服务中心,周超,a6:10:ac:ff:d0:e0," 898608331924D0853945",1号桩,168.55.4.209,160kw/1-4
秦皇岛昌黎钢青超级充电站,河北省,秦皇岛市,昌黎县,黎钢青超级充电站,黄小乐,46:fe:17:a5:aa:cb," 898608331924D0855027",1号桩,168.55.1.203,400kw
秦皇岛昌黎钢青超级充电站,河北省,秦皇岛市,昌黎县,黎钢青超级充电站,黄小乐,ae:01:d5:cb:c5:75," 898608331924D0855896",2号桩,168.55.5.10,400kw
云居新港南苑南门快充站,浙江省,嘉兴市,平湖市,独广路新港南苑南门外停车站,陈洋,32:26:e6:7f:ab:ca," 898607B11924C0334906",0号桩,168.55.0.110,160kw/1-4
乔庄社区公牛充电站,江苏省,宿迁市,宿城区,龙河镇龙河镇桥庄村,殷昊,e2:15:cd:83:39:7f," 898604F7192392293779",1号桩,168.55.2.151,160kw/1-4
湖南云建新材料科技有限公司充电站,湖南省,岳阳市,湘阴县,岭北镇羊角老,成志宏,32:87:75:80:67:b6," 898607B11924C0334773",8号桩,168.55.0.158,320kw
湖南云建新材料科技有限公司充电站,湖南省,岳阳市,湘阴县,岭北镇羊角老,成志宏,3a:33:cd:47:5c:de," 898607B11924C0334488",7号桩,168.55.4.76,320kw
湖南云建新材料科技有限公司充电站,湖南省,岳阳市,湘阴县,岭北镇羊角老,成志宏,96:69:d4:6a:33:0d," 898607B11924C0334538",6号桩,168.55.3.216,320kw
湖南云建新材料科技有限公司充电站,湖南省,岳阳市,湘阴县,岭北镇羊角老,成志宏,16:dc:db:66:cf:9b," 898607B11924C0336919",5号桩,168.55.2.175,320kw
湖南云建新材料科技有限公司充电站,湖南省,岳阳市,湘阴县,岭北镇羊角老,成志宏,36:d8:b1:b8:cb:d0," 898607B11924C0334772",4号桩,168.55.2.16,320kw
湖南云建新材料科技有限公司充电站,湖南省,岳阳市,湘阴县,岭北镇羊角老,成志宏,b6:34:2f:b5:cb:60," 898607B11924C0334624",3号桩,168.55.4.35,320kw
